request_date,year,month,day_of_week,day_of_month,week_of_year,season,medicine_name,medicine_category,quantity_requested,days_since_last_request
2025-01-25,2025,1,5,25,4,Dry,Ferrous Sulfate,Vitamins,54,8
2025-01-31,2025,1,4,31,5,Dry,Ferrous Sulfate,Vitamins,49,8
2025-02-08,2025,2,5,8,6,Dry,Ferrous Sulfate,Vitamins,59,8
2025-02-16,2025,2,6,16,7,Dry,Ferrous Sulfate,Vitamins,44,8
2025-02-26,2025,2,2,26,9,Dry,Ferrous Sulfate,Vitamins,48,8
2025-03-09,2025,3,6,9,10,Dry,Ferrous Sulfate,Vitamins,57,8
2025-03-16,2025,3,6,16,11,Dry,Ferrous Sulfate,Vitamins,59,8
2025-03-24,2025,3,0,24,13,Dry,Ferrous Sulfate,Vitamins,55,8
2025-03-29,2025,3,5,29,13,Dry,Ferrous Sulfate,Vitamins,55,8
2025-04-09,2025,4,2,9,15,Dry,Ferrous Sulfate,Vitamins,51,8
2025-04-14,2025,4,0,14,16,Dry,Ferrous Sulfate,Vitamins,37,8
2025-04-20,2025,4,6,20,16,Dry,Ferrous Sulfate,Vitamins,57,8
2025-04-26,2025,4,5,26,17,Dry,Ferrous Sulfate,Vitamins,49,8
2025-05-05,2025,5,0,5,19,Dry,Ferrous Sulfate,Vitamins,48,8
2025-05-12,2025,5,0,12,20,Dry,Ferrous Sulfate,Vitamins,62,8
2025-05-18,2025,5,6,18,20,Dry,Ferrous Sulfate,Vitamins,63,8
2025-05-26,2025,5,0,26,22,Dry,Ferrous Sulfate,Vitamins,53,8
2025-06-02,2025,6,0,2,23,Wet,Ferrous Sulfate,Vitamins,60,8
2025-06-13,2025,6,4,13,24,Wet,Ferrous Sulfate,Vitamins,48,8
2025-06-18,2025,6,2,18,25,Wet,Ferrous Sulfate,Vitamins,61,8
2025-06-27,2025,6,4,27,26,Wet,Ferrous Sulfate,Vitamins,64,8
2025-07-07,2025,7,0,7,28,Wet,Ferrous Sulfate,Vitamins,51,8
2025-07-17,2025,7,3,17,29,Wet,Ferrous Sulfate,Vitamins,38,8
2025-07-24,2025,7,3,24,30,Wet,Ferrous Sulfate,Vitamins,51,8
2025-08-01,2025,8,4,1,31,Wet,Ferrous Sulfate,Vitamins,58,8
2025-08-07,2025,8,3,7,32,Wet,Ferrous Sulfate,Vitamins,46,8
2025-08-18,2025,8,0,18,34,Wet,Ferrous Sulfate,Vitamins,53,8
2025-08-28,2025,8,3,28,35,Wet,Ferrous Sulfate,Vitamins,68,8
2025-09-08,2025,9,0,8,37,Wet,Ferrous Sulfate,Vitamins,45,8
2025-09-19,2025,9,4,19,38,Wet,Ferrous Sulfate,Vitamins,49,8
2025-09-26,2025,9,4,26,39,Wet,Ferrous Sulfate,Vitamins,61,8
2025-10-07,2025,10,1,7,41,Wet,Ferrous Sulfate,Vitamins,60,8
2025-10-17,2025,10,4,17,42,Wet,Ferrous Sulfate,Vitamins,49,8
2025-10-22,2025,10,2,22,43,Wet,Ferrous Sulfate,Vitamins,60,8
2025-10-31,2025,10,4,31,44,Wet,Ferrous Sulfate,Vitamins,53,8
2025-11-09,2025,11,6,9,45,Wet,Ferrous Sulfate,Vitamins,65,8
2025-11-17,2025,11,0,17,47,Wet,Ferrous Sulfate,Vitamins,53,8
2025-11-23,2025,11,6,23,47,Wet,Ferrous Sulfate,Vitamins,51,8
2025-12-02,2025,12,1,2,49,Dry,Ferrous Sulfate,Vitamins,58,8
2025-12-12,2025,12,4,12,50,Dry,Ferrous Sulfate,Vitamins,42,8
2025-12-21,2025,12,6,21,51,Dry,Ferrous Sulfate,Vitamins,53,8
2025-12-27,2025,12,5,27,52,Dry,Ferrous Sulfate,Vitamins,58,8
2026-01-05,2026,1,0,5,2,Dry,Ferrous Sulfate,Vitamins,48,8
2026-01-10,2026,1,5,10,2,Dry,Ferrous Sulfate,Vitamins,55,8
2026-01-16,2026,1,4,16,3,Dry,Ferrous Sulfate,Vitamins,56,8
2026-01-21,2026,1,2,21,4,Dry,Ferrous Sulfate,Vitamins,55,8
2026-01-27,2026,1,1,27,5,Dry,Ferrous Sulfate,Vitamins,46,8
2026-02-02,2026,2,0,2,6,Dry,Ferrous Sulfate,Vitamins,49,8
2026-02-12,2026,2,3,12,7,Dry,Ferrous Sulfate,Vitamins,55,8
2026-02-17,2026,2,1,17,8,Dry,Ferrous Sulfate,Vitamins,41,8
2026-02-23,2026,2,0,23,9,Dry,Ferrous Sulfate,Vitamins,59,8
2026-03-01,2026,3,6,1,9,Dry,Ferrous Sulfate,Vitamins,48,8
2026-03-06,2026,3,4,6,10,Dry,Ferrous Sulfate,Vitamins,55,8
2026-03-11,2026,3,2,11,11,Dry,Ferrous Sulfate,Vitamins,49,8
2026-03-16,2026,3,0,16,12,Dry,Ferrous Sulfate,Vitamins,64,8
2026-03-24,2026,3,1,24,13,Dry,Ferrous Sulfate,Vitamins,61,8
2026-04-02,2026,4,3,2,14,Dry,Ferrous Sulfate,Vitamins,58,8
2026-04-09,2026,4,3,9,15,Dry,Ferrous Sulfate,Vitamins,37,8
2026-04-14,2026,4,1,14,16,Dry,Ferrous Sulfate,Vitamins,44,8
2026-04-23,2026,4,3,23,17,Dry,Ferrous Sulfate,Vitamins,44,8
2026-05-02,2026,5,5,2,18,Dry,Ferrous Sulfate,Vitamins,57,8
2026-05-07,2026,5,3,7,19,Dry,Ferrous Sulfate,Vitamins,59,8
2026-05-15,2026,5,4,15,20,Dry,Ferrous Sulfate,Vitamins,56,8
2026-05-25,2026,5,0,25,22,Dry,Ferrous Sulfate,Vitamins,50,8
2026-06-05,2026,6,4,5,23,Wet,Ferrous Sulfate,Vitamins,51,8
2026-06-11,2026,6,3,11,24,Wet,Ferrous Sulfate,Vitamins,73,8
2026-06-19,2026,6,4,19,25,Wet,Ferrous Sulfate,Vitamins,46,8
2026-06-25,2026,6,3,25,26,Wet,Ferrous Sulfate,Vitamins,44,8
2026-07-03,2026,7,4,3,27,Wet,Ferrous Sulfate,Vitamins,59,8
2026-07-10,2026,7,4,10,28,Wet,Ferrous Sulfate,Vitamins,66,8
2026-07-15,2026,7,2,15,29,Wet,Ferrous Sulfate,Vitamins,50,8
2026-07-26,2026,7,6,26,30,Wet,Ferrous Sulfate,Vitamins,59,8
2026-08-02,2026,8,6,2,31,Wet,Ferrous Sulfate,Vitamins,71,8
2026-08-09,2026,8,6,9,32,Wet,Ferrous Sulfate,Vitamins,48,8
2026-08-15,2026,8,5,15,33,Wet,Ferrous Sulfate,Vitamins,49,8
2021-08-19,2021,8,3,19,33,Wet,ORS (Oral Rehydration Salts),Rehydration,84,7
2021-08-26,2021,8,3,26,34,Wet,ORS (Oral Rehydration Salts),Rehydration,63,7
2021-09-05,2021,9,6,5,35,Wet,ORS (Oral Rehydration Salts),Rehydration,84,7
2021-09-15,2021,9,2,15,37,Wet,ORS (Oral Rehydration Salts),Rehydration,73,7
2021-09-20,2021,9,0,20,38,Wet,ORS (Oral Rehydration Salts),Rehydration,66,7
2021-09-27,2021,9,0,27,39,Wet,ORS (Oral Rehydration Salts),Rehydration,69,7
2021-10-06,2021,10,2,6,40,Wet,ORS (Oral Rehydration Salts),Rehydration,68,7
2021-10-16,2021,10,5,16,41,Wet,ORS (Oral Rehydration Salts),Rehydration,62,7
2021-10-26,2021,10,1,26,43,Wet,ORS (Oral Rehydration Salts),Rehydration,59,7
2021-11-01,2021,11,0,1,44,Wet,ORS (Oral Rehydration Salts),Rehydration,85,7
2021-11-11,2021,11,3,11,45,Wet,ORS (Oral Rehydration Salts),Rehydration,79,7
2021-11-20,2021,11,5,20,46,Wet,ORS (Oral Rehydration Salts),Rehydration,59,7
2021-11-26,2021,11,4,26,47,Wet,ORS (Oral Rehydration Salts),Rehydration,83,7
2021-12-01,2021,12,2,1,48,Dry,ORS (Oral Rehydration Salts),Rehydration,71,7
2021-12-07,2021,12,1,7,49,Dry,ORS (Oral Rehydration Salts),Rehydration,76,7
2021-12-15,2021,12,2,15,50,Dry,ORS (Oral Rehydration Salts),Rehydration,90,7
2021-12-24,2021,12,4,24,51,Dry,ORS (Oral Rehydration Salts),Rehydration,78,7
2022-01-03,2022,1,0,3,1,Dry,ORS (Oral Rehydration Salts),Rehydration,63,7
2022-01-10,2022,1,0,10,2,Dry,ORS (Oral Rehydration Salts),Rehydration,61,7
2022-01-19,2022,1,2,19,3,Dry,ORS (Oral Rehydration Salts),Rehydration,69,7
2022-01-25,2022,1,1,25,4,Dry,ORS (Oral Rehydration Salts),Rehydration,78,7
2022-02-04,2022,2,4,4,5,Dry,ORS (Oral Rehydration Salts),Rehydration,67,7
2022-02-08,2022,2,1,8,6,Dry,ORS (Oral Rehydration Salts),Rehydration,87,7
2022-02-13,2022,2,6,13,6,Dry,ORS (Oral Rehydration Salts),Rehydration,70,7
2022-02-17,2022,2,3,17,7,Dry,ORS (Oral Rehydration Salts),Rehydration,64,7
2022-02-27,2022,2,6,27,8,Dry,ORS (Oral Rehydration Salts),Rehydration,85,7
2022-03-07,2022,3,0,7,10,Dry,ORS (Oral Rehydration Salts),Rehydration,85,7
2022-03-15,2022,3,1,15,11,Dry,ORS (Oral Rehydration Salts),Rehydration,91,7
2022-03-23,2022,3,2,23,12,Dry,ORS (Oral Rehydration Salts),Rehydration,94,7
2022-04-02,2022,4,5,2,13,Dry,ORS (Oral Rehydration Salts),Rehydration,93,7
2022-04-12,2022,4,1,12,15,Dry,ORS (Oral Rehydration Salts),Rehydration,99,7
2022-04-17,2022,4,6,17,15,Dry,ORS (Oral Rehydration Salts),Rehydration,87,7
2022-04-26,2022,4,1,26,17,Dry,ORS (Oral Rehydration Salts),Rehydration,100,7
2022-04-30,2022,4,5,30,17,Dry,ORS (Oral Rehydration Salts),Rehydration,74,7
2022-05-04,2022,5,2,4,18,Dry,ORS (Oral Rehydration Salts),Rehydration,91,7
2022-05-09,2022,5,0,9,19,Dry,ORS (Oral Rehydration Salts),Rehydration,75,7
2022-05-13,2022,5,4,13,19,Dry,ORS (Oral Rehydration Salts),Rehydration,87,7
2022-05-23,2022,5,0,23,21,Dry,ORS (Oral Rehydration Salts),Rehydration,93,7
2022-06-02,2022,6,3,2,22,Wet,ORS (Oral Rehydration Salts),Rehydration,80,7
2022-06-06,2022,6,0,6,23,Wet,ORS (Oral Rehydration Salts),Rehydration,85,7
2022-06-11,2022,6,5,11,23,Wet,ORS (Oral Rehydration Salts),Rehydration,60,7
2022-06-20,2022,6,0,20,25,Wet,ORS (Oral Rehydration Salts),Rehydration,84,7
2022-06-25,2022,6,5,25,25,Wet,ORS (Oral Rehydration Salts),Rehydration,66,7
2022-07-02,2022,7,5,2,26,Wet,ORS (Oral Rehydration Salts),Rehydration,83,7
2022-07-06,2022,7,2,6,27,Wet,ORS (Oral Rehydration Salts),Rehydration,93,7
2022-07-16,2022,7,5,16,28,Wet,ORS (Oral Rehydration Salts),Rehydration,64,7
2022-07-20,2022,7,2,20,29,Wet,ORS (Oral Rehydration Salts),Rehydration,68,7
2022-07-29,2022,7,4,29,30,Wet,ORS (Oral Rehydration Salts),Rehydration,72,7
2022-08-07,2022,8,6,7,31,Wet,ORS (Oral Rehydration Salts),Rehydration,73,7
2022-08-12,2022,8,4,12,32,Wet,ORS (Oral Rehydration Salts),Rehydration,83,7
2022-08-17,2022,8,2,17,33,Wet,ORS (Oral Rehydration Salts),Rehydration,68,7
2022-08-26,2022,8,4,26,34,Wet,ORS (Oral Rehydration Salts),Rehydration,78,7
2022-09-04,2022,9,6,4,35,Wet,ORS (Oral Rehydration Salts),Rehydration,79,7
2022-09-08,2022,9,3,8,36,Wet,ORS (Oral Rehydration Salts),Rehydration,65,7
2022-09-16,2022,9,4,16,37,Wet,ORS (Oral Rehydration Salts),Rehydration,61,7
2022-09-20,2022,9,1,20,38,Wet,ORS (Oral Rehydration Salts),Rehydration,66,7
2022-09-27,2022,9,1,27,39,Wet,ORS (Oral Rehydration Salts),Rehydration,72,7
2022-10-02,2022,10,6,2,39,Wet,ORS (Oral Rehydration Salts),Rehydration,73,7
2022-10-07,2022,10,4,7,40,Wet,ORS (Oral Rehydration Salts),Rehydration,73,7
2022-10-13,2022,10,3,13,41,Wet,ORS (Oral Rehydration Salts),Rehydration,85,7
2022-10-23,2022,10,6,23,42,Wet,ORS (Oral Rehydration Salts),Rehydration,73,7
2022-10-31,2022,10,0,31,44,Wet,ORS (Oral Rehydration Salts),Rehydration,71,7
2022-11-10,2022,11,3,10,45,Wet,ORS (Oral Rehydration Salts),Rehydration,76,7
2022-11-15,2022,11,1,15,46,Wet,ORS (Oral Rehydration Salts),Rehydration,68,7
2022-11-24,2022,11,3,24,47,Wet,ORS (Oral Rehydration Salts),Rehydration,77,7
2022-11-28,2022,11,0,28,48,Wet,ORS (Oral Rehydration Salts),Rehydration,63,7
2022-12-07,2022,12,2,7,49,Dry,ORS (Oral Rehydration Salts),Rehydration,81,7
2022-12-11,2022,12,6,11,49,Dry,ORS (Oral Rehydration Salts),Rehydration,51,7
2022-12-21,2022,12,2,21,51,Dry,ORS (Oral Rehydration Salts),Rehydration,79,7
2022-12-31,2022,12,5,31,52,Dry,ORS (Oral Rehydration Salts),Rehydration,70,7
2023-01-08,2023,1,6,8,1,Dry,ORS (Oral Rehydration Salts),Rehydration,73,7
2023-01-18,2023,1,2,18,3,Dry,ORS (Oral Rehydration Salts),Rehydration,76,7
2023-01-26,2023,1,3,26,4,Dry,ORS (Oral Rehydration Salts),Rehydration,69,7
2023-02-05,2023,2,6,5,5,Dry,ORS (Oral Rehydration Salts),Rehydration,77,7
2023-02-09,2023,2,3,9,6,Dry,ORS (Oral Rehydration Salts),Rehydration,76,7
2023-02-19,2023,2,6,19,7,Dry,ORS (Oral Rehydration Salts),Rehydration,82,7
2023-02-26,2023,2,6,26,8,Dry,ORS (Oral Rehydration Salts),Rehydration,77,7
2023-03-08,2023,3,2,8,10,Dry,ORS (Oral Rehydration Salts),Rehydration,98,7
2023-03-12,2023,3,6,12,10,Dry,ORS (Oral Rehydration Salts),Rehydration,78,7
2023-03-16,2023,3,3,16,11,Dry,ORS (Oral Rehydration Salts),Rehydration,92,7
2023-03-22,2023,3,2,22,12,Dry,ORS (Oral Rehydration Salts),Rehydration,95,7
2023-03-31,2023,3,4,31,13,Dry,ORS (Oral Rehydration Salts),Rehydration,71,7
2023-04-04,2023,4,1,4,14,Dry,ORS (Oral Rehydration Salts),Rehydration,71,7
2023-04-12,2023,4,2,12,15,Dry,ORS (Oral Rehydration Salts),Rehydration,95,7
2023-04-19,2023,4,2,19,16,Dry,ORS (Oral Rehydration Salts),Rehydration,115,7
2023-04-25,2023,4,1,25,17,Dry,ORS (Oral Rehydration Salts),Rehydration,78,7
2023-04-29,2023,4,5,29,17,Dry,ORS (Oral Rehydration Salts),Rehydration,86,7
2023-05-03,2023,5,2,3,18,Dry,ORS (Oral Rehydration Salts),Rehydration,102,7
2023-05-10,2023,5,2,10,19,Dry,ORS (Oral Rehydration Salts),Rehydration,69,7
2023-05-16,2023,5,1,16,20,Dry,ORS (Oral Rehydration Salts),Rehydration,76,7
2023-05-20,2023,5,5,20,20,Dry,ORS (Oral Rehydration Salts),Rehydration,85,7
2023-05-24,2023,5,2,24,21,Dry,ORS (Oral Rehydration Salts),Rehydration,81,7
2023-05-28,2023,5,6,28,21,Dry,ORS (Oral Rehydration Salts),Rehydration,99,7
2023-06-05,2023,6,0,5,23,Wet,ORS (Oral Rehydration Salts),Rehydration,80,7
2023-06-09,2023,6,4,9,23,Wet,ORS (Oral Rehydration Salts),Rehydration,71,7
2023-06-14,2023,6,2,14,24,Wet,ORS (Oral Rehydration Salts),Rehydration,75,7
2023-06-23,2023,6,4,23,25,Wet,ORS (Oral Rehydration Salts),Rehydration,77,7
2023-06-27,2023,6,1,27,26,Wet,ORS (Oral Rehydration Salts),Rehydration,66,7
2023-07-06,2023,7,3,6,27,Wet,ORS (Oral Rehydration Salts),Rehydration,68,7
2023-07-14,2023,7,4,14,28,Wet,ORS (Oral Rehydration Salts),Rehydration,70,7
2023-07-21,2023,7,4,21,29,Wet,ORS (Oral Rehydration Salts),Rehydration,71,7
2023-07-28,2023,7,4,28,30,Wet,ORS (Oral Rehydration Salts),Rehydration,76,7
2023-08-04,2023,8,4,4,31,Wet,ORS (Oral Rehydration Salts),Rehydration,62,7
2023-08-11,2023,8,4,11,32,Wet,ORS (Oral Rehydration Salts),Rehydration,55,7
2023-08-21,2023,8,0,21,34,Wet,ORS (Oral Rehydration Salts),Rehydration,66,7
2023-08-30,2023,8,2,30,35,Wet,ORS (Oral Rehydration Salts),Rehydration,62,7
2023-09-06,2023,9,2,6,36,Wet,ORS (Oral Rehydration Salts),Rehydration,79,7
2023-09-13,2023,9,2,13,37,Wet,ORS (Oral Rehydration Salts),Rehydration,78,7
2023-09-22,2023,9,4,22,38,Wet,ORS (Oral Rehydration Salts),Rehydration,75,7
2023-09-30,2023,9,5,30,39,Wet,ORS (Oral Rehydration Salts),Rehydration,74,7
2023-10-07,2023,10,5,7,40,Wet,ORS (Oral Rehydration Salts),Rehydration,61,7
2023-10-13,2023,10,4,13,41,Wet,ORS (Oral Rehydration Salts),Rehydration,76,7
2023-10-23,2023,10,0,23,43,Wet,ORS (Oral Rehydration Salts),Rehydration,75,7
2023-10-30,2023,10,0,30,44,Wet,ORS (Oral Rehydration Salts),Rehydration,84,7
2023-11-09,2023,11,3,9,45,Wet,ORS (Oral Rehydration Salts),Rehydration,83,7
2023-11-15,2023,11,2,15,46,Wet,ORS (Oral Rehydration Salts),Rehydration,64,7
2023-11-23,2023,11,3,23,47,Wet,ORS (Oral Rehydration Salts),Rehydration,61,7
2023-12-02,2023,12,5,2,48,Dry,ORS (Oral Rehydration Salts),Rehydration,65,7
2023-12-10,2023,12,6,10,49,Dry,ORS (Oral Rehydration Salts),Rehydration,83,7
2023-12-15,2023,12,4,15,50,Dry,ORS (Oral Rehydration Salts),Rehydration,77,7
2023-12-24,2023,12,6,24,51,Dry,ORS (Oral Rehydration Salts),Rehydration,67,7
2024-01-02,2024,1,1,2,1,Dry,ORS (Oral Rehydration Salts),Rehydration,74,7
2024-01-06,2024,1,5,6,1,Dry,ORS (Oral Rehydration Salts),Rehydration,82,7
2024-01-12,2024,1,4,12,2,Dry,ORS (Oral Rehydration Salts),Rehydration,68,7
2024-01-19,2024,1,4,19,3,Dry,ORS (Oral Rehydration Salts),Rehydration,55,7
2024-01-24,2024,1,2,24,4,Dry,ORS (Oral Rehydration Salts),Rehydration,70,7
2024-01-31,2024,1,2,31,5,Dry,ORS (Oral Rehydration Salts),Rehydration,75,7
2024-02-07,2024,2,2,7,6,Dry,ORS (Oral Rehydration Salts),Rehydration,80,7
2024-02-15,2024,2,3,15,7,Dry,ORS (Oral Rehydration Salts),Rehydration,77,7
2024-02-25,2024,2,6,25,8,Dry,ORS (Oral Rehydration Salts),Rehydration,67,7
2024-03-01,2024,3,4,1,9,Dry,ORS (Oral Rehydration Salts),Rehydration,80,7
2024-03-08,2024,3,4,8,10,Dry,ORS (Oral Rehydration Salts),Rehydration,76,7
2024-03-16,2024,3,5,16,11,Dry,ORS (Oral Rehydration Salts),Rehydration,96,7
2024-03-21,2024,3,3,21,12,Dry,ORS (Oral Rehydration Salts),Rehydration,94,7
2024-03-31,2024,3,6,31,13,Dry,ORS (Oral Rehydration Salts),Rehydration,68,7
2024-04-06,2024,4,5,6,14,Dry,ORS (Oral Rehydration Salts),Rehydration,86,7
2024-04-12,2024,4,4,12,15,Dry,ORS (Oral Rehydration Salts),Rehydration,95,7
2024-04-17,2024,4,2,17,16,Dry,ORS (Oral Rehydration Salts),Rehydration,83,7
2024-04-22,2024,4,0,22,17,Dry,ORS (Oral Rehydration Salts),Rehydration,86,7
2024-05-02,2024,5,3,2,18,Dry,ORS (Oral Rehydration Salts),Rehydration,75,7
2024-05-07,2024,5,1,7,19,Dry,ORS (Oral Rehydration Salts),Rehydration,76,7
2024-05-15,2024,5,2,15,20,Dry,ORS (Oral Rehydration Salts),Rehydration,88,7
2024-05-22,2024,5,2,22,21,Dry,ORS (Oral Rehydration Salts),Rehydration,82,7
2024-05-30,2024,5,3,30,22,Dry,ORS (Oral Rehydration Salts),Rehydration,94,7
2024-06-05,2024,6,2,5,23,Wet,ORS (Oral Rehydration Salts),Rehydration,65,7
2024-06-09,2024,6,6,9,23,Wet,ORS (Oral Rehydration Salts),Rehydration,60,7
2024-06-13,2024,6,3,13,24,Wet,ORS (Oral Rehydration Salts),Rehydration,73,7
2024-06-21,2024,6,4,21,25,Wet,ORS (Oral Rehydration Salts),Rehydration,64,7
2024-06-27,2024,6,3,27,26,Wet,ORS (Oral Rehydration Salts),Rehydration,69,7
2024-07-03,2024,7,2,3,27,Wet,ORS (Oral Rehydration Salts),Rehydration,60,7
2024-07-08,2024,7,0,8,28,Wet,ORS (Oral Rehydration Salts),Rehydration,70,7
2024-07-13,2024,7,5,13,28,Wet,ORS (Oral Rehydration Salts),Rehydration,83,7
2024-07-23,2024,7,1,23,30,Wet,ORS (Oral Rehydration Salts),Rehydration,75,7
2024-08-02,2024,8,4,2,31,Wet,ORS (Oral Rehydration Salts),Rehydration,85,7
2024-08-07,2024,8,2,7,32,Wet,ORS (Oral Rehydration Salts),Rehydration,79,7
2024-08-16,2024,8,4,16,33,Wet,ORS (Oral Rehydration Salts),Rehydration,68,7
2024-08-26,2024,8,0,26,35,Wet,ORS (Oral Rehydration Salts),Rehydration,78,7
2024-09-01,2024,9,6,1,35,Wet,ORS (Oral Rehydration Salts),Rehydration,68,7
2024-09-09,2024,9,0,9,37,Wet,ORS (Oral Rehydration Salts),Rehydration,70,7
2024-09-16,2024,9,0,16,38,Wet,ORS (Oral Rehydration Salts),Rehydration,76,7
2024-09-24,2024,9,1,24,39,Wet,ORS (Oral Rehydration Salts),Rehydration,72,7
2024-09-28,2024,9,5,28,39,Wet,ORS (Oral Rehydration Salts),Rehydration,62,7
2024-10-06,2024,10,6,6,40,Wet,ORS (Oral Rehydration Salts),Rehydration,82,7
2024-10-13,2024,10,6,13,41,Wet,ORS (Oral Rehydration Salts),Rehydration,72,7
2024-10-17,2024,10,3,17,42,Wet,ORS (Oral Rehydration Salts),Rehydration,59,7
2024-10-26,2024,10,5,26,43,Wet,ORS (Oral Rehydration Salts),Rehydration,77,7
2024-11-01,2024,11,4,1,44,Wet,ORS (Oral Rehydration Salts),Rehydration,78,7
2024-11-06,2024,11,2,6,45,Wet,ORS (Oral Rehydration Salts),Rehydration,71,7
2024-11-16,2024,11,5,16,46,Wet,ORS (Oral Rehydration Salts),Rehydration,78,7
2024-11-22,2024,11,4,22,47,Wet,ORS (Oral Rehydration Salts),Rehydration,65,7
2024-12-01,2024,12,6,1,48,Dry,ORS (Oral Rehydration Salts),Rehydration,68,7
2024-12-10,2024,12,1,10,50,Dry,ORS (Oral Rehydration Salts),Rehydration,68,7
2024-12-17,2024,12,1,17,51,Dry,ORS (Oral Rehydration Salts),Rehydration,88,7
2024-12-24,2024,12,1,24,52,Dry,ORS (Oral Rehydration Salts),Rehydration,82,7
2025-01-01,2025,1,2,1,1,Dry,ORS (Oral Rehydration Salts),Rehydration,83,7
2025-01-10,2025,1,4,10,2,Dry,ORS (Oral Rehydration Salts),Rehydration,66,7
2025-01-14,2025,1,1,14,3,Dry,ORS (Oral Rehydration Salts),Rehydration,76,7
2025-01-24,2025,1,4,24,4,Dry,ORS (Oral Rehydration Salts),Rehydration,72,7
2025-01-29,2025,1,2,29,5,Dry,ORS (Oral Rehydration Salts),Rehydration,88,7
2025-02-03,2025,2,0,3,6,Dry,ORS (Oral Rehydration Salts),Rehydration,73,7
2025-02-08,2025,2,5,8,6,Dry,ORS (Oral Rehydration Salts),Rehydration,84,7
2025-02-17,2025,2,0,17,8,Dry,ORS (Oral Rehydration Salts),Rehydration,63,7
2025-02-26,2025,2,2,26,9,Dry,ORS (Oral Rehydration Salts),Rehydration,81,7
2025-03-04,2025,3,1,4,10,Dry,ORS (Oral Rehydration Salts),Rehydration,88,7
2025-03-14,2025,3,4,14,11,Dry,ORS (Oral Rehydration Salts),Rehydration,95,7
2025-03-18,2025,3,1,18,12,Dry,ORS (Oral Rehydration Salts),Rehydration,93,7
2025-03-25,2025,3,1,25,13,Dry,ORS (Oral Rehydration Salts),Rehydration,82,7
2025-04-01,2025,4,1,1,14,Dry,ORS (Oral Rehydration Salts),Rehydration,104,7
2025-04-11,2025,4,4,11,15,Dry,ORS (Oral Rehydration Salts),Rehydration,96,7
2025-04-19,2025,4,5,19,16,Dry,ORS (Oral Rehydration Salts),Rehydration,95,7
2025-04-26,2025,4,5,26,17,Dry,ORS (Oral Rehydration Salts),Rehydration,73,7
2025-05-01,2025,5,3,1,18,Dry,ORS (Oral Rehydration Salts),Rehydration,94,7
2025-05-10,2025,5,5,10,19,Dry,ORS (Oral Rehydration Salts),Rehydration,84,7
2025-05-14,2025,5,2,14,20,Dry,ORS (Oral Rehydration Salts),Rehydration,72,7
2025-05-22,2025,5,3,22,21,Dry,ORS (Oral Rehydration Salts),Rehydration,85,7
2025-05-27,2025,5,1,27,22,Dry,ORS (Oral Rehydration Salts),Rehydration,101,7
2025-06-01,2025,6,6,1,22,Wet,ORS (Oral Rehydration Salts),Rehydration,73,7
2025-06-11,2025,6,2,11,24,Wet,ORS (Oral Rehydration Salts),Rehydration,69,7
2025-06-21,2025,6,5,21,25,Wet,ORS (Oral Rehydration Salts),Rehydration,54,7
2025-06-25,2025,6,2,25,26,Wet,ORS (Oral Rehydration Salts),Rehydration,95,7
2025-06-30,2025,6,0,30,27,Wet,ORS (Oral Rehydration Salts),Rehydration,69,7
2025-07-06,2025,7,6,6,27,Wet,ORS (Oral Rehydration Salts),Rehydration,55,7
2025-07-10,2025,7,3,10,28,Wet,ORS (Oral Rehydration Salts),Rehydration,72,7
2025-07-18,2025,7,4,18,29,Wet,ORS (Oral Rehydration Salts),Rehydration,73,7
2025-07-25,2025,7,4,25,30,Wet,ORS (Oral Rehydration Salts),Rehydration,61,7
2025-08-04,2025,8,0,4,32,Wet,ORS (Oral Rehydration Salts),Rehydration,79,7
2025-08-12,2025,8,1,12,33,Wet,ORS (Oral Rehydration Salts),Rehydration,75,7
2025-08-16,2025,8,5,16,33,Wet,ORS (Oral Rehydration Salts),Rehydration,76,7
2025-08-26,2025,8,1,26,35,Wet,ORS (Oral Rehydration Salts),Rehydration,75,7
2025-09-01,2025,9,0,1,36,Wet,ORS (Oral Rehydration Salts),Rehydration,74,7
2025-09-11,2025,9,3,11,37,Wet,ORS (Oral Rehydration Salts),Rehydration,74,7
2025-09-17,2025,9,2,17,38,Wet,ORS (Oral Rehydration Salts),Rehydration,68,7
2025-09-21,2025,9,6,21,38,Wet,ORS (Oral Rehydration Salts),Rehydration,85,7
2025-09-28,2025,9,6,28,39,Wet,ORS (Oral Rehydration Salts),Rehydration,73,7
2025-10-02,2025,10,3,2,40,Wet,ORS (Oral Rehydration Salts),Rehydration,67,7
2025-10-10,2025,10,4,10,41,Wet,ORS (Oral Rehydration Salts),Rehydration,76,7
2025-10-16,2025,10,3,16,42,Wet,ORS (Oral Rehydration Salts),Rehydration,64,7
2025-10-26,2025,10,6,26,43,Wet,ORS (Oral Rehydration Salts),Rehydration,74,7
2025-11-03,2025,11,0,3,45,Wet,ORS (Oral Rehydration Salts),Rehydration,82,7
2025-11-07,2025,11,4,7,45,Wet,ORS (Oral Rehydration Salts),Rehydration,80,7
2025-11-13,2025,11,3,13,46,Wet,ORS (Oral Rehydration Salts),Rehydration,73,7
2025-11-22,2025,11,5,22,47,Wet,ORS (Oral Rehydration Salts),Rehydration,58,7
2025-11-28,2025,11,4,28,48,Wet,ORS (Oral Rehydration Salts),Rehydration,62,7
