date,year,month,day_of_week,day_of_month,week_of_year,season,barangay_id,medicine_name,medicine_category,quantity_requested
2022-07-12,2022,7,1,12,28,Wet,BRGY001,Cefalexin,Antibiotic,6
2022-07-27,2022,7,2,27,30,Wet,BRGY001,Cefalexin,Antibiotic,2
2022-08-13,2022,8,5,13,32,Wet,BRGY001,Cefalexin,Antibiotic,3
2022-08-30,2022,8,1,30,35,Wet,BRGY001,Cefalexin,Antibiotic,3
2022-09-18,2022,9,6,18,37,Wet,BRGY001,Cefalexin,Antibiotic,5
2022-10-25,2022,10,1,25,43,Wet,BRGY001,Cefalexin,Antibiotic,3
2022-11-14,2022,11,0,14,46,Wet,BRGY001,Cefalexin,Antibiotic,6
2022-11-29,2022,11,1,29,48,Wet,BRGY001,Cefalexin,Antibiotic,4
2022-12-15,2022,12,3,15,50,Dry,BRGY001,Cefalexin,Antibiotic,2
2023-01-04,2023,1,2,4,1,Dry,BRGY001,Cefalexin,Antibiotic,3
2023-01-19,2023,1,3,19,3,Dry,BRGY001,Cefalexin,Antibiotic,6
2023-02-03,2023,2,4,3,5,Dry,BRGY001,Cefalexin,Antibiotic,8
2023-02-19,2023,2,6,19,7,Dry,BRGY001,Cefalexin,Antibiotic,5
2023-03-08,2023,3,2,8,10,Dry,BRGY001,Cefalexin,Antibiotic,5
2023-03-23,2023,3,3,23,12,Dry,BRGY001,Cefalexin,Antibiotic,1
2023-04-10,2023,4,0,10,15,Dry,BRGY001,Cefalexin,Antibiotic,1
2023-04-27,2023,4,3,27,17,Dry,BRGY001,Cefalexin,Antibiotic,6
2023-05-15,2023,5,0,15,20,Dry,BRGY001,Cefalexin,Antibiotic,5
2023-06-04,2023,6,6,4,22,Wet,BRGY001,Cefalexin,Antibiotic,1
2023-06-20,2023,6,1,20,25,Wet,BRGY001,Cefalexin,Antibiotic,3
2023-07-09,2023,7,6,9,27,Wet,BRGY001,Cefalexin,Antibiotic,9
2023-07-27,2023,7,3,27,30,Wet,BRGY001,Cefalexin,Antibiotic,7
2023-08-12,2023,8,5,12,32,Wet,BRGY001,Cefalexin,Antibiotic,4
2023-08-30,2023,8,2,30,35,Wet,BRGY001,Cefalexin,Antibiotic,7
2023-09-15,2023,9,4,15,37,Wet,BRGY001,Cefalexin,Antibiotic,6
2023-10-01,2023,10,6,1,39,Wet,BRGY001,Cefalexin,Antibiotic,6
2023-10-21,2023,10,5,21,42,Wet,BRGY001,Cefalexin,Antibiotic,3
2023-11-08,2023,11,2,8,45,Wet,BRGY001,Cefalexin,Antibiotic,6
2023-11-23,2023,11,3,23,47,Wet,BRGY001,Cefalexin,Antibiotic,9
2023-12-12,2023,12,1,12,50,Dry,BRGY001,Cefalexin,Antibiotic,7
2023-12-28,2023,12,3,28,52,Dry,BRGY001,Cefalexin,Antibiotic,5
2024-01-13,2024,1,5,13,2,Dry,BRGY001,Cefalexin,Antibiotic,6
2024-02-02,2024,2,4,2,5,Dry,BRGY001,Cefalexin,Antibiotic,3
2024-02-21,2024,2,2,21,8,Dry,BRGY001,Cefalexin,Antibiotic,7
2024-03-13,2024,3,2,13,11,Dry,BRGY001,Cefalexin,Antibiotic,2
2024-04-01,2024,4,0,1,14,Dry,BRGY001,Cefalexin,Antibiotic,1
2024-04-21,2024,4,6,21,16,Dry,BRGY001,Cefalexin,Antibiotic,4
2024-05-07,2024,5,1,7,19,Dry,BRGY001,Cefalexin,Antibiotic,5
2024-05-28,2024,5,1,28,22,Dry,BRGY001,Cefalexin,Antibiotic,8
2024-06-12,2024,6,2,12,24,Wet,BRGY001,Cefalexin,Antibiotic,8
2024-07-03,2024,7,2,3,27,Wet,BRGY001,Cefalexin,Antibiotic,5
2024-07-19,2024,7,4,19,29,Wet,BRGY001,Cefalexin,Antibiotic,4
2024-08-07,2024,8,2,7,32,Wet,BRGY001,Cefalexin,Antibiotic,2
2024-08-23,2024,8,4,23,34,Wet,BRGY001,Cefalexin,Antibiotic,5
2024-09-07,2024,9,5,7,36,Wet,BRGY001,Cefalexin,Antibiotic,7
2024-09-23,2024,9,0,23,39,Wet,BRGY001,Cefalexin,Antibiotic,4
2024-10-12,2024,10,5,12,41,Wet,BRGY001,Cefalexin,Antibiotic,9
2024-10-31,2024,10,3,31,44,Wet,BRGY001,Cefalexin,Antibiotic,6
2024-11-21,2024,11,3,21,47,Wet,BRGY001,Cefalexin,Antibiotic,8
2024-12-10,2024,12,1,10,50,Dry,BRGY001,Cefalexin,Antibiotic,2
2024-12-27,2024,12,4,27,52,Dry,BRGY001,Cefalexin,Antibiotic,6
2025-01-11,2025,1,5,11,2,Dry,BRGY001,Cefalexin,Antibiotic,9
2025-01-28,2025,1,1,28,5,Dry,BRGY001,Cefalexin,Antibiotic,2
2025-02-14,2025,2,4,14,7,Dry,BRGY001,Cefalexin,Antibiotic,4
2025-03-01,2025,3,5,1,9,Dry,BRGY001,Cefalexin,Antibiotic,2
2025-03-18,2025,3,1,18,12,Dry,BRGY001,Cefalexin,Antibiotic,4
2025-04-08,2025,4,1,8,15,Dry,BRGY001,Cefalexin,Antibiotic,2
2025-04-25,2025,4,4,25,17,Dry,BRGY001,Cefalexin,Antibiotic,8
2025-05-12,2025,5,0,12,20,Dry,BRGY001,Cefalexin,Antibiotic,7
2025-05-30,2025,5,4,30,22,Dry,BRGY001,Cefalexin,Antibiotic,4
2025-06-15,2025,6,6,15,24,Wet,BRGY001,Cefalexin,Antibiotic,10
2025-07-05,2025,7,5,5,27,Wet,BRGY001,Cefalexin,Antibiotic,4
2025-07-23,2025,7,2,23,30,Wet,BRGY001,Cefalexin,Antibiotic,2
2025-08-08,2025,8,4,8,32,Wet,BRGY001,Cefalexin,Antibiotic,3
2025-08-28,2025,8,3,28,35,Wet,BRGY001,Cefalexin,Antibiotic,8
2025-09-14,2025,9,6,14,37,Wet,BRGY001,Cefalexin,Antibiotic,10
2025-10-01,2025,10,2,1,40,Wet,BRGY001,Cefalexin,Antibiotic,1
2025-10-21,2025,10,1,21,43,Wet,BRGY001,Cefalexin,Antibiotic,10
2025-11-05,2025,11,2,5,45,Wet,BRGY001,Cefalexin,Antibiotic,10
2025-11-21,2025,11,4,21,47,Wet,BRGY001,Cefalexin,Antibiotic,4
2025-12-26,2025,12,4,26,52,Dry,BRGY001,Cefalexin,Antibiotic,5
2026-01-13,2026,1,1,13,3,Dry,BRGY001,Cefalexin,Antibiotic,1
2026-02-03,2026,2,1,3,6,Dry,BRGY001,Cefalexin,Antibiotic,6
2026-02-19,2026,2,3,19,8,Dry,BRGY001,Cefalexin,Antibiotic,6
2026-03-10,2026,3,1,10,11,Dry,BRGY001,Cefalexin,Antibiotic,6
2026-03-31,2026,3,1,31,14,Dry,BRGY001,Cefalexin,Antibiotic,8
2026-04-17,2026,4,4,17,16,Dry,BRGY001,Cefalexin,Antibiotic,3
2026-05-04,2026,5,0,4,19,Dry,BRGY001,Cefalexin,Antibiotic,8
2026-05-25,2026,5,0,25,22,Dry,BRGY001,Cefalexin,Antibiotic,4
2026-06-13,2026,6,5,13,24,Wet,BRGY001,Cefalexin,Antibiotic,4
2026-07-02,2026,7,3,2,27,Wet,BRGY001,Cefalexin,Antibiotic,3
2026-07-19,2026,7,6,19,29,Wet,BRGY001,Cefalexin,Antibiotic,7
2026-08-08,2026,8,5,8,32,Wet,BRGY001,Cefalexin,Antibiotic,5
2021-08-28,2021,8,5,28,34,Wet,BRGY001,Cetirizine,Antihistamine,7
2021-09-12,2021,9,6,12,36,Wet,BRGY001,Cetirizine,Antihistamine,14
2021-09-29,2021,9,2,29,39,Wet,BRGY001,Cetirizine,Antihistamine,8
2021-10-15,2021,10,4,15,41,Wet,BRGY001,Cetirizine,Antihistamine,10
2021-10-28,2021,10,3,28,43,Wet,BRGY001,Cetirizine,Antihistamine,12
2021-11-15,2021,11,0,15,46,Wet,BRGY001,Cetirizine,Antihistamine,6
2021-11-30,2021,11,1,30,48,Wet,BRGY001,Cetirizine,Antihistamine,9
2021-12-18,2021,12,5,18,50,Dry,BRGY001,Cetirizine,Antihistamine,7
2022-01-04,2022,1,1,4,1,Dry,BRGY001,Cetirizine,Antihistamine,3
2022-01-18,2022,1,1,18,3,Dry,BRGY001,Cetirizine,Antihistamine,5
2022-02-02,2022,2,2,2,5,Dry,BRGY001,Cetirizine,Antihistamine,6
2022-02-16,2022,2,2,16,7,Dry,BRGY001,Cetirizine,Antihistamine,3
2022-03-06,2022,3,6,6,9,Dry,BRGY001,Cetirizine,Antihistamine,6
2022-03-19,2022,3,5,19,11,Dry,BRGY001,Cetirizine,Antihistamine,6
2022-04-02,2022,4,5,2,13,Dry,BRGY001,Cetirizine,Antihistamine,2
2022-04-20,2022,4,2,20,16,Dry,BRGY001,Cetirizine,Antihistamine,5
2022-05-05,2022,5,3,5,18,Dry,BRGY001,Cetirizine,Antihistamine,6
2022-05-23,2022,5,0,23,21,Dry,BRGY001,Cetirizine,Antihistamine,8
2022-06-07,2022,6,1,7,23,Wet,BRGY001,Cetirizine,Antihistamine,5
2022-06-26,2022,6,6,26,25,Wet,BRGY001,Cetirizine,Antihistamine,5
2022-07-10,2022,7,6,10,27,Wet,BRGY001,Cetirizine,Antihistamine,11
2022-07-27,2022,7,2,27,30,Wet,BRGY001,Cetirizine,Antihistamine,13
2022-08-10,2022,8,2,10,32,Wet,BRGY001,Cetirizine,Antihistamine,9
2022-08-23,2022,8,1,23,34,Wet,BRGY001,Cetirizine,Antihistamine,7
2022-09-09,2022,9,4,9,36,Wet,BRGY001,Cetirizine,Antihistamine,4
2022-09-22,2022,9,3,22,38,Wet,BRGY001,Cetirizine,Antihistamine,10
2022-10-05,2022,10,2,5,40,Wet,BRGY001,Cetirizine,Antihistamine,11
2022-10-22,2022,10,5,22,42,Wet,BRGY001,Cetirizine,Antihistamine,7
2022-11-07,2022,11,0,7,45,Wet,BRGY001,Cetirizine,Antihistamine,6
2022-11-22,2022,11,1,22,47,Wet,BRGY001,Cetirizine,Antihistamine,10
2022-12-05,2022,12,0,5,49,Dry,BRGY001,Cetirizine,Antihistamine,10
2022-12-20,2022,12,1,20,51,Dry,BRGY001,Cetirizine,Antihistamine,4
2023-01-02,2023,1,0,2,1,Dry,BRGY001,Cetirizine,Antihistamine,6
2023-01-21,2023,1,5,21,3,Dry,BRGY001,Cetirizine,Antihistamine,4
2023-02-08,2023,2,2,8,6,Dry,BRGY001,Cetirizine,Antihistamine,2
2023-02-26,2023,2,6,26,8,Dry,BRGY001,Cetirizine,Antihistamine,8
2023-03-15,2023,3,2,15,11,Dry,BRGY001,Cetirizine,Antihistamine,4
2023-04-02,2023,4,6,2,13,Dry,BRGY001,Cetirizine,Antihistamine,2
2023-04-17,2023,4,0,17,16,Dry,BRGY001,Cetirizine,Antihistamine,5
2023-04-30,2023,4,6,30,17,Dry,BRGY001,Cetirizine,Antihistamine,6
2023-05-15,2023,5,0,15,20,Dry,BRGY001,Cetirizine,Antihistamine,9
2023-06-01,2023,6,3,1,22,Wet,BRGY001,Cetirizine,Antihistamine,13
2023-06-16,2023,6,4,16,24,Wet,BRGY001,Cetirizine,Antihistamine,11
2023-07-04,2023,7,1,4,27,Wet,BRGY001,Cetirizine,Antihistamine,10
2023-07-19,2023,7,2,19,29,Wet,BRGY001,Cetirizine,Antihistamine,17
2023-08-03,2023,8,3,3,31,Wet,BRGY001,Cetirizine,Antihistamine,3
2023-08-18,2023,8,4,18,33,Wet,BRGY001,Cetirizine,Antihistamine,2
2023-09-06,2023,9,2,6,36,Wet,BRGY001,Cetirizine,Antihistamine,14
2023-09-21,2023,9,3,21,38,Wet,BRGY001,Cetirizine,Antihistamine,14
2023-10-06,2023,10,4,6,40,Wet,BRGY001,Cetirizine,Antihistamine,10
2023-10-23,2023,10,0,23,43,Wet,BRGY001,Cetirizine,Antihistamine,7
2023-11-06,2023,11,0,6,45,Wet,BRGY001,Cetirizine,Antihistamine,7
2023-11-20,2023,11,0,20,47,Wet,BRGY001,Cetirizine,Antihistamine,11
2023-12-04,2023,12,0,4,49,Dry,BRGY001,Cetirizine,Antihistamine,7
2023-12-17,2023,12,6,17,50,Dry,BRGY001,Cetirizine,Antihistamine,3
2024-01-02,2024,1,1,2,1,Dry,BRGY001,Cetirizine,Antihistamine,3
2024-01-21,2024,1,6,21,3,Dry,BRGY001,Cetirizine,Antihistamine,7
2024-02-08,2024,2,3,8,6,Dry,BRGY001,Cetirizine,Antihistamine,2
2024-02-25,2024,2,6,25,8,Dry,BRGY001,Cetirizine,Antihistamine,2
2024-03-14,2024,3,3,14,11,Dry,BRGY001,Cetirizine,Antihistamine,3
2024-03-30,2024,3,5,30,13,Dry,BRGY001,Cetirizine,Antihistamine,5
2024-04-15,2024,4,0,15,16,Dry,BRGY001,Cetirizine,Antihistamine,4
2024-04-29,2024,4,0,29,18,Dry,BRGY001,Cetirizine,Antihistamine,11
2024-05-13,2024,5,0,13,20,Dry,BRGY001,Cetirizine,Antihistamine,6
2024-06-01,2024,6,5,1,22,Wet,BRGY001,Cetirizine,Antihistamine,9
2024-06-14,2024,6,4,14,24,Wet,BRGY001,Cetirizine,Antihistamine,12
2024-06-28,2024,6,4,28,26,Wet,BRGY001,Cetirizine,Antihistamine,8
2024-07-16,2024,7,1,16,29,Wet,BRGY001,Cetirizine,Antihistamine,7
2024-07-30,2024,7,1,30,31,Wet,BRGY001,Cetirizine,Antihistamine,14
2024-08-14,2024,8,2,14,33,Wet,BRGY001,Cetirizine,Antihistamine,6
2024-08-30,2024,8,4,30,35,Wet,BRGY001,Cetirizine,Antihistamine,14
2024-09-18,2024,9,2,18,38,Wet,BRGY001,Cetirizine,Antihistamine,7
2024-10-06,2024,10,6,6,40,Wet,BRGY001,Cetirizine,Antihistamine,4
2024-10-25,2024,10,4,25,43,Wet,BRGY001,Cetirizine,Antihistamine,9
2024-11-07,2024,11,3,7,45,Wet,BRGY001,Cetirizine,Antihistamine,9
2024-11-21,2024,11,3,21,47,Wet,BRGY001,Cetirizine,Antihistamine,7
2024-12-09,2024,12,0,9,50,Dry,BRGY001,Cetirizine,Antihistamine,3
2024-12-26,2024,12,3,26,52,Dry,BRGY001,Cetirizine,Antihistamine,7
2025-01-11,2025,1,5,11,2,Dry,BRGY001,Cetirizine,Antihistamine,4
2025-01-25,2025,1,5,25,4,Dry,BRGY001,Cetirizine,Antihistamine,7
2025-02-13,2025,2,3,13,7,Dry,BRGY001,Cetirizine,Antihistamine,4
2025-03-04,2025,3,1,4,10,Dry,BRGY001,Cetirizine,Antihistamine,1
2025-03-19,2025,3,2,19,12,Dry,BRGY001,Cetirizine,Antihistamine,4
2025-04-07,2025,4,0,7,15,Dry,BRGY001,Cetirizine,Antihistamine,2
2025-04-24,2025,4,3,24,17,Dry,BRGY001,Cetirizine,Antihistamine,2
2025-05-08,2025,5,3,8,19,Dry,BRGY001,Cetirizine,Antihistamine,3
2025-05-22,2025,5,3,22,21,Dry,BRGY001,Cetirizine,Antihistamine,5
2025-06-05,2025,6,3,5,23,Wet,BRGY001,Cetirizine,Antihistamine,6
2025-06-24,2025,6,1,24,26,Wet,BRGY001,Cetirizine,Antihistamine,11
2025-07-12,2025,7,5,12,28,Wet,BRGY001,Cetirizine,Antihistamine,9
2025-07-29,2025,7,1,29,31,Wet,BRGY001,Cetirizine,Antihistamine,9
2025-08-13,2025,8,2,13,33,Wet,BRGY001,Cetirizine,Antihistamine,8
2025-08-30,2025,8,5,30,35,Wet,BRGY001,Cetirizine,Antihistamine,8
2025-09-13,2025,9,5,13,37,Wet,BRGY001,Cetirizine,Antihistamine,15
2025-09-30,2025,9,1,30,40,Wet,BRGY001,Cetirizine,Antihistamine,4
2025-10-19,2025,10,6,19,42,Wet,BRGY001,Cetirizine,Antihistamine,5
2025-11-01,2025,11,5,1,44,Wet,BRGY001,Cetirizine,Antihistamine,11
2025-11-19,2025,11,2,19,47,Wet,BRGY001,Cetirizine,Antihistamine,7
2025-12-06,2025,12,5,6,49,Dry,BRGY001,Cetirizine,Antihistamine,6
2025-12-21,2025,12,6,21,51,Dry,BRGY001,Cetirizine,Antihistamine,2
2026-01-07,2026,1,2,7,2,Dry,BRGY001,Cetirizine,Antihistamine,4
2026-02-03,2026,2,1,3,6,Dry,BRGY001,Cetirizine,Antihistamine,4
2026-02-22,2026,2,6,22,8,Dry,BRGY001,Cetirizine,Antihistamine,4
2026-03-09,2026,3,0,9,11,Dry,BRGY001,Cetirizine,Antihistamine,4
2026-03-26,2026,3,3,26,13,Dry,BRGY001,Cetirizine,Antihistamine,5
2026-04-11,2026,4,5,11,15,Dry,BRGY001,Cetirizine,Antihistamine,3
2026-04-30,2026,4,3,30,18,Dry,BRGY001,Cetirizine,Antihistamine,3
2026-05-18,2026,5,0,18,21,Dry,BRGY001,Cetirizine,Antihistamine,6
2026-06-01,2026,6,0,1,23,Wet,BRGY001,Cetirizine,Antihistamine,6
2026-06-19,2026,6,4,19,25,Wet,BRGY001,Cetirizine,Antihistamine,7
2026-07-06,2026,7,0,6,28,Wet,BRGY001,Cetirizine,Antihistamine,12
2026-07-23,2026,7,3,23,30,Wet,BRGY001,Cetirizine,Antihistamine,8
2026-08-09,2026,8,6,9,32,Wet,BRGY001,Cetirizine,Antihistamine,7
2021-09-01,2021,9,2,1,35,Wet,BRGY001,Salbutamol Nebule,Respiratory,12
2021-09-19,2021,9,6,19,37,Wet,BRGY001,Salbutamol Nebule,Respiratory,6
2021-10-08,2021,10,4,8,40,Wet,BRGY001,Salbutamol Nebule,Respiratory,13
2021-11-01,2021,11,0,1,44,Wet,BRGY001,Salbutamol Nebule,Respiratory,8
2021-11-22,2021,11,0,22,47,Wet,BRGY001,Salbutamol Nebule,Respiratory,13
2021-12-15,2021,12,2,15,50,Dry,BRGY001,Salbutamol Nebule,Respiratory,5
2022-01-02,2022,1,6,2,52,Dry,BRGY001,Salbutamol Nebule,Respiratory,7
2022-01-22,2022,1,5,22,3,Dry,BRGY001,Salbutamol Nebule,Respiratory,1
2022-02-15,2022,2,1,15,7,Dry,BRGY001,Salbutamol Nebule,Respiratory,11
2022-03-07,2022,3,0,7,10,Dry,BRGY001,Salbutamol Nebule,Respiratory,3
2022-03-28,2022,3,0,28,13,Dry,BRGY001,Salbutamol Nebule,Respiratory,7
2022-04-17,2022,4,6,17,15,Dry,BRGY001,Salbutamol Nebule,Respiratory,7
2022-05-07,2022,5,5,7,18,Dry,BRGY001,Salbutamol Nebule,Respiratory,1
2022-05-28,2022,5,5,28,21,Dry,BRGY001,Salbutamol Nebule,Respiratory,5
2022-06-21,2022,6,1,21,25,Wet,BRGY001,Salbutamol Nebule,Respiratory,5
2022-07-10,2022,7,6,10,27,Wet,BRGY001,Salbutamol Nebule,Respiratory,10
2022-08-03,2022,8,2,3,31,Wet,BRGY001,Salbutamol Nebule,Respiratory,6
2022-08-21,2022,8,6,21,33,Wet,BRGY001,Salbutamol Nebule,Respiratory,13
2022-09-13,2022,9,1,13,37,Wet,BRGY001,Salbutamol Nebule,Respiratory,11
2022-10-07,2022,10,4,7,40,Wet,BRGY001,Salbutamol Nebule,Respiratory,5
2022-10-27,2022,10,3,27,43,Wet,BRGY001,Salbutamol Nebule,Respiratory,4
2022-11-14,2022,11,0,14,46,Wet,BRGY001,Salbutamol Nebule,Respiratory,3
2022-12-05,2022,12,0,5,49,Dry,BRGY001,Salbutamol Nebule,Respiratory,4
2022-12-29,2022,12,3,29,52,Dry,BRGY001,Salbutamol Nebule,Respiratory,6
2023-01-21,2023,1,5,21,3,Dry,BRGY001,Salbutamol Nebule,Respiratory,8
2023-02-13,2023,2,0,13,7,Dry,BRGY001,Salbutamol Nebule,Respiratory,4
2023-03-04,2023,3,5,4,9,Dry,BRGY001,Salbutamol Nebule,Respiratory,4
2023-03-28,2023,3,1,28,13,Dry,BRGY001,Salbutamol Nebule,Respiratory,3
2023-04-18,2023,4,1,18,16,Dry,BRGY001,Salbutamol Nebule,Respiratory,3
2023-05-06,2023,5,5,6,18,Dry,BRGY001,Salbutamol Nebule,Respiratory,4
2023-05-29,2023,5,0,29,22,Dry,BRGY001,Salbutamol Nebule,Respiratory,3
2023-06-18,2023,6,6,18,24,Wet,BRGY001,Salbutamol Nebule,Respiratory,11
2023-07-10,2023,7,0,10,28,Wet,BRGY001,Salbutamol Nebule,Respiratory,7
2023-07-29,2023,7,5,29,30,Wet,BRGY001,Salbutamol Nebule,Respiratory,7
2023-08-22,2023,8,1,22,34,Wet,BRGY001,Salbutamol Nebule,Respiratory,13
2023-09-14,2023,9,3,14,37,Wet,BRGY001,Salbutamol Nebule,Respiratory,4
2023-10-02,2023,10,0,2,40,Wet,BRGY001,Salbutamol Nebule,Respiratory,6
2023-10-21,2023,10,5,21,42,Wet,BRGY001,Salbutamol Nebule,Respiratory,10
2023-11-09,2023,11,3,9,45,Wet,BRGY001,Salbutamol Nebule,Respiratory,14
2023-11-30,2023,11,3,30,48,Wet,BRGY001,Salbutamol Nebule,Respiratory,8
2023-12-20,2023,12,2,20,51,Dry,BRGY001,Salbutamol Nebule,Respiratory,6
2024-01-13,2024,1,5,13,2,Dry,BRGY001,Salbutamol Nebule,Respiratory,7
2024-02-02,2024,2,4,2,5,Dry,BRGY001,Salbutamol Nebule,Respiratory,2
2024-02-21,2024,2,2,21,8,Dry,BRGY001,Salbutamol Nebule,Respiratory,4
2024-03-14,2024,3,3,14,11,Dry,BRGY001,Salbutamol Nebule,Respiratory,5
2024-04-01,2024,4,0,1,14,Dry,BRGY001,Salbutamol Nebule,Respiratory,4
2024-04-21,2024,4,6,21,16,Dry,BRGY001,Salbutamol Nebule,Respiratory,5
2024-05-13,2024,5,0,13,20,Dry,BRGY001,Salbutamol Nebule,Respiratory,4
2024-06-01,2024,6,5,1,22,Wet,BRGY001,Salbutamol Nebule,Respiratory,12
2024-06-19,2024,6,2,19,25,Wet,BRGY001,Salbutamol Nebule,Respiratory,4
2024-07-07,2024,7,6,7,27,Wet,BRGY001,Salbutamol Nebule,Respiratory,11
2024-07-29,2024,7,0,29,31,Wet,BRGY001,Salbutamol Nebule,Respiratory,6
2024-08-20,2024,8,1,20,34,Wet,BRGY001,Salbutamol Nebule,Respiratory,8
2024-09-11,2024,9,2,11,37,Wet,BRGY001,Salbutamol Nebule,Respiratory,11
2024-10-04,2024,10,4,4,40,Wet,BRGY001,Salbutamol Nebule,Respiratory,9
2024-10-24,2024,10,3,24,43,Wet,BRGY001,Salbutamol Nebule,Respiratory,8
2024-11-15,2024,11,4,15,46,Wet,BRGY001,Salbutamol Nebule,Respiratory,9
2024-12-06,2024,12,4,6,49,Dry,BRGY001,Salbutamol Nebule,Respiratory,10
2024-12-24,2024,12,1,24,52,Dry,BRGY001,Salbutamol Nebule,Respiratory,7
2025-01-17,2025,1,4,17,3,Dry,BRGY001,Salbutamol Nebule,Respiratory,5
2025-02-10,2025,2,0,10,7,Dry,BRGY001,Salbutamol Nebule,Respiratory,9
2025-03-03,2025,3,0,3,10,Dry,BRGY001,Salbutamol Nebule,Respiratory,2
2025-03-26,2025,3,2,26,13,Dry,BRGY001,Salbutamol Nebule,Respiratory,7
2025-04-18,2025,4,4,18,16,Dry,BRGY001,Salbutamol Nebule,Respiratory,3
2025-05-10,2025,5,5,10,19,Dry,BRGY001,Salbutamol Nebule,Respiratory,6
2025-05-28,2025,5,2,28,22,Dry,BRGY001,Salbutamol Nebule,Respiratory,8
2025-06-16,2025,6,0,16,25,Wet,BRGY001,Salbutamol Nebule,Respiratory,5
2025-07-06,2025,7,6,6,27,Wet,BRGY001,Salbutamol Nebule,Respiratory,2
2025-07-27,2025,7,6,27,30,Wet,BRGY001,Salbutamol Nebule,Respiratory,9
2025-08-16,2025,8,5,16,33,Wet,BRGY001,Salbutamol Nebule,Respiratory,4
2025-09-04,2025,9,3,4,36,Wet,BRGY001,Salbutamol Nebule,Respiratory,8
2025-09-23,2025,9,1,23,39,Wet,BRGY001,Salbutamol Nebule,Respiratory,10
2025-10-14,2025,10,1,14,42,Wet,BRGY001,Salbutamol Nebule,Respiratory,5
2025-11-07,2025,11,4,7,45,Wet,BRGY001,Salbutamol Nebule,Respiratory,9
2025-11-26,2025,11,2,26,48,Wet,BRGY001,Salbutamol Nebule,Respiratory,6
2025-12-16,2025,12,1,16,51,Dry,BRGY001,Salbutamol Nebule,Respiratory,3
2026-01-03,2026,1,5,3,1,Dry,BRGY001,Salbutamol Nebule,Respiratory,3
2026-01-24,2026,1,5,24,4,Dry,BRGY001,Salbutamol Nebule,Respiratory,8
2026-02-16,2026,2,0,16,8,Dry,BRGY001,Salbutamol Nebule,Respiratory,7
2026-03-12,2026,3,3,12,11,Dry,BRGY001,Salbutamol Nebule,Respiratory,3
2026-03-31,2026,3,1,31,14,Dry,BRGY001,Salbutamol Nebule,Respiratory,6
2026-04-19,2026,4,6,19,16,Dry,BRGY001,Salbutamol Nebule,Respiratory,6
2026-05-08,2026,5,4,8,19,Dry,BRGY001,Salbutamol Nebule,Respiratory,13
2026-05-26,2026,5,1,26,22,Dry,BRGY001,Salbutamol Nebule,Respiratory,5
2026-06-15,2026,6,0,15,25,Wet,BRGY001,Salbutamol Nebule,Respiratory,7
2026-07-04,2026,7,5,4,27,Wet,BRGY001,Salbutamol Nebule,Respiratory,4
2026-07-22,2026,7,2,22,30,Wet,BRGY001,Salbutamol Nebule,Respiratory,4
2026-08-13,2026,8,3,13,33,Wet,BRGY001,Salbutamol Nebule,Respiratory,11
2021-08-24,2021,8,1,24,34,Wet,BRGY001,Multivitamins,Vitamins,4
2021-09-05,2021,9,6,5,35,Wet,BRGY001,Multivitamins,Vitamins,6
2021-09-13,2021,9,0,13,37,Wet,BRGY001,Multivitamins,Vitamins,13
2021-09-30,2021,9,3,30,39,Wet,BRGY001,Multivitamins,Vitamins,5
2021-10-13,2021,10,2,13,41,Wet,BRGY001,Multivitamins,Vitamins,9
2021-10-25,2021,10,0,25,43,Wet,BRGY001,Multivitamins,Vitamins,5
2021-11-08,2021,11,0,8,45,Wet,BRGY001,Multivitamins,Vitamins,9
2021-11-17,2021,11,2,17,46,Wet,BRGY001,Multivitamins,Vitamins,5
2021-11-29,2021,11,0,29,48,Wet,BRGY001,Multivitamins,Vitamins,7
2021-12-09,2021,12,3,9,49,Dry,BRGY001,Multivitamins,Vitamins,4
2021-12-21,2021,12,1,21,51,Dry,BRGY001,Multivitamins,Vitamins,8
2021-12-30,2021,12,3,30,52,Dry,BRGY001,Multivitamins,Vitamins,2
2022-01-09,2022,1,6,9,1,Dry,BRGY001,Multivitamins,Vitamins,3
2022-01-17,2022,1,0,17,3,Dry,BRGY001,Multivitamins,Vitamins,10
2022-01-29,2022,1,5,29,4,Dry,BRGY001,Multivitamins,Vitamins,8
2022-02-11,2022,2,4,11,6,Dry,BRGY001,Multivitamins,Vitamins,5
2022-02-22,2022,2,1,22,8,Dry,BRGY001,Multivitamins,Vitamins,1
2022-03-04,2022,3,4,4,9,Dry,BRGY001,Multivitamins,Vitamins,5
2022-03-12,2022,3,5,12,10,Dry,BRGY001,Multivitamins,Vitamins,3
2022-03-22,2022,3,1,22,12,Dry,BRGY001,Multivitamins,Vitamins,7
2022-04-05,2022,4,1,5,14,Dry,BRGY001,Multivitamins,Vitamins,3
2022-04-14,2022,4,3,14,15,Dry,BRGY001,Multivitamins,Vitamins,7
2022-04-22,2022,4,4,22,16,Dry,BRGY001,Multivitamins,Vitamins,10
2022-05-01,2022,5,6,1,17,Dry,BRGY001,Multivitamins,Vitamins,4
2022-05-13,2022,5,4,13,19,Dry,BRGY001,Multivitamins,Vitamins,7
2022-05-27,2022,5,4,27,21,Dry,BRGY001,Multivitamins,Vitamins,10
2022-06-05,2022,6,6,5,22,Wet,BRGY001,Multivitamins,Vitamins,6
