date,year,month,day_of_week,day_of_month,week_of_year,season,medicine_name,medicine_category,quantity_dispensed
2022-07-10,2022,7,6,10,27,Wet,Paracetamol 500mg,Pain Reliever,1
2022-07-11,2022,7,0,11,28,Wet,Paracetamol 500mg,Pain Reliever,4
2022-07-12,2022,7,1,12,28,Wet,Paracetamol 500mg,Pain Reliever,5
2022-07-13,2022,7,2,13,28,Wet,Paracetamol 500mg,Pain Reliever,13
2022-07-14,2022,7,3,14,28,Wet,Paracetamol 500mg,Pain Reliever,8
2022-07-15,2022,7,4,15,28,Wet,Paracetamol 500mg,Pain Reliever,5
2022-07-16,2022,7,5,16,28,Wet,Paracetamol 500mg,Pain Reliever,2
2022-07-17,2022,7,6,17,28,Wet,Paracetamol 500mg,Pain Reliever,1
2022-07-18,2022,7,0,18,29,Wet,Paracetamol 500mg,Pain Reliever,8
2022-07-19,2022,7,1,19,29,Wet,Paracetamol 500mg,Pain Reliever,4
2022-07-20,2022,7,2,20,29,Wet,Paracetamol 500mg,Pain Reliever,4
2022-07-21,2022,7,3,21,29,Wet,Paracetamol 500mg,Pain Reliever,11
2022-07-22,2022,7,4,22,29,Wet,Paracetamol 500mg,Pain Reliever,9
2022-07-23,2022,7,5,23,29,Wet,Paracetamol 500mg,Pain Reliever,2
2022-07-24,2022,7,6,24,29,Wet,Paracetamol 500mg,Pain Reliever,1
2022-07-25,2022,7,0,25,30,Wet,Paracetamol 500mg,Pain Reliever,11
2022-07-26,2022,7,1,26,30,Wet,Paracetamol 500mg,Pain Reliever,5
2022-07-27,2022,7,2,27,30,Wet,Paracetamol 500mg,Pain Reliever,9
2022-07-28,2022,7,3,28,30,Wet,Paracetamol 500mg,Pain Reliever,11
2022-07-29,2022,7,4,29,30,Wet,Paracetamol 500mg,Pain Reliever,13
2022-07-30,2022,7,5,30,30,Wet,Paracetamol 500mg,Pain Reliever,5
2022-07-31,2022,7,6,31,30,Wet,Paracetamol 500mg,Pain Reliever,2
2022-08-01,2022,8,0,1,31,Wet,Paracetamol 500mg,Pain Reliever,7
2022-08-02,2022,8,1,2,31,Wet,Paracetamol 500mg,Pain Reliever,6
2022-08-03,2022,8,2,3,31,Wet,Paracetamol 500mg,Pain Reliever,8
2022-08-04,2022,8,3,4,31,Wet,Paracetamol 500mg,Pain Reliever,8
2022-08-05,2022,8,4,5,31,Wet,Paracetamol 500mg,Pain Reliever,4
2022-08-06,2022,8,5,6,31,Wet,Paracetamol 500mg,Pain Reliever,5
2022-08-08,2022,8,0,8,32,Wet,Paracetamol 500mg,Pain Reliever,5
2022-08-09,2022,8,1,9,32,Wet,Paracetamol 500mg,Pain Reliever,9
2022-08-10,2022,8,2,10,32,Wet,Paracetamol 500mg,Pain Reliever,11
2022-08-11,2022,8,3,11,32,Wet,Paracetamol 500mg,Pain Reliever,10
2022-08-12,2022,8,4,12,32,Wet,Paracetamol 500mg,Pain Reliever,5
2022-08-14,2022,8,6,14,32,Wet,Paracetamol 500mg,Pain Reliever,1
2022-08-15,2022,8,0,15,33,Wet,Paracetamol 500mg,Pain Reliever,4
2022-08-16,2022,8,1,16,33,Wet,Paracetamol 500mg,Pain Reliever,6
2022-08-17,2022,8,2,17,33,Wet,Paracetamol 500mg,Pain Reliever,10
2022-08-18,2022,8,3,18,33,Wet,Paracetamol 500mg,Pain Reliever,3
2022-08-19,2022,8,4,19,33,Wet,Paracetamol 500mg,Pain Reliever,10
2022-08-20,2022,8,5,20,33,Wet,Paracetamol 500mg,Pain Reliever,5
2022-08-21,2022,8,6,21,33,Wet,Paracetamol 500mg,Pain Reliever,1
2022-08-22,2022,8,0,22,34,Wet,Paracetamol 500mg,Pain Reliever,9
2022-08-23,2022,8,1,23,34,Wet,Paracetamol 500mg,Pain Reliever,9
2022-08-24,2022,8,2,24,34,Wet,Paracetamol 500mg,Pain Reliever,5
2022-08-25,2022,8,3,25,34,Wet,Paracetamol 500mg,Pain Reliever,5
2022-08-26,2022,8,4,26,34,Wet,Paracetamol 500mg,Pain Reliever,3
2022-08-27,2022,8,5,27,34,Wet,Paracetamol 500mg,Pain Reliever,3
2022-08-28,2022,8,6,28,34,Wet,Paracetamol 500mg,Pain Reliever,3
2022-08-29,2022,8,0,29,35,Wet,Paracetamol 500mg,Pain Reliever,6
2022-08-30,2022,8,1,30,35,Wet,Paracetamol 500mg,Pain Reliever,4
2022-08-31,2022,8,2,31,35,Wet,Paracetamol 500mg,Pain Reliever,5
2022-09-01,2022,9,3,1,35,Wet,Paracetamol 500mg,Pain Reliever,9
2022-09-02,2022,9,4,2,35,Wet,Paracetamol 500mg,Pain Reliever,4
2022-09-03,2022,9,5,3,35,Wet,Paracetamol 500mg,Pain Reliever,7
2022-09-04,2022,9,6,4,35,Wet,Paracetamol 500mg,Pain Reliever,1
2022-09-05,2022,9,0,5,36,Wet,Paracetamol 500mg,Pain Reliever,7
2022-09-06,2022,9,1,6,36,Wet,Paracetamol 500mg,Pain Reliever,11
2022-09-07,2022,9,2,7,36,Wet,Paracetamol 500mg,Pain Reliever,3
2022-09-08,2022,9,3,8,36,Wet,Paracetamol 500mg,Pain Reliever,6
2022-09-09,2022,9,4,9,36,Wet,Paracetamol 500mg,Pain Reliever,6
2022-09-10,2022,9,5,10,36,Wet,Paracetamol 500mg,Pain Reliever,2
2022-09-11,2022,9,6,11,36,Wet,Paracetamol 500mg,Pain Reliever,4
2022-09-12,2022,9,0,12,37,Wet,Paracetamol 500mg,Pain Reliever,10
2022-09-13,2022,9,1,13,37,Wet,Paracetamol 500mg,Pain Reliever,13
2022-09-14,2022,9,2,14,37,Wet,Paracetamol 500mg,Pain Reliever,6
2022-09-15,2022,9,3,15,37,Wet,Paracetamol 500mg,Pain Reliever,4
2022-09-16,2022,9,4,16,37,Wet,Paracetamol 500mg,Pain Reliever,6
2022-09-17,2022,9,5,17,37,Wet,Paracetamol 500mg,Pain Reliever,3
2022-09-18,2022,9,6,18,37,Wet,Paracetamol 500mg,Pain Reliever,3
2022-09-19,2022,9,0,19,38,Wet,Paracetamol 500mg,Pain Reliever,12
2022-09-20,2022,9,1,20,38,Wet,Paracetamol 500mg,Pain Reliever,5
2022-09-21,2022,9,2,21,38,Wet,Paracetamol 500mg,Pain Reliever,2
2022-09-22,2022,9,3,22,38,Wet,Paracetamol 500mg,Pain Reliever,13
2022-09-23,2022,9,4,23,38,Wet,Paracetamol 500mg,Pain Reliever,8
2022-09-24,2022,9,5,24,38,Wet,Paracetamol 500mg,Pain Reliever,1
2022-09-25,2022,9,6,25,38,Wet,Paracetamol 500mg,Pain Reliever,2
2022-09-26,2022,9,0,26,39,Wet,Paracetamol 500mg,Pain Reliever,11
2022-09-27,2022,9,1,27,39,Wet,Paracetamol 500mg,Pain Reliever,2
2022-09-28,2022,9,2,28,39,Wet,Paracetamol 500mg,Pain Reliever,6
2022-09-29,2022,9,3,29,39,Wet,Paracetamol 500mg,Pain Reliever,1
2022-09-30,2022,9,4,30,39,Wet,Paracetamol 500mg,Pain Reliever,11
2022-10-01,2022,10,5,1,39,Wet,Paracetamol 500mg,Pain Reliever,8
2022-10-02,2022,10,6,2,39,Wet,Paracetamol 500mg,Pain Reliever,2
2022-10-03,2022,10,0,3,40,Wet,Paracetamol 500mg,Pain Reliever,8
2022-10-04,2022,10,1,4,40,Wet,Paracetamol 500mg,Pain Reliever,13
2022-10-05,2022,10,2,5,40,Wet,Paracetamol 500mg,Pain Reliever,12
2022-10-06,2022,10,3,6,40,Wet,Paracetamol 500mg,Pain Reliever,5
2022-10-07,2022,10,4,7,40,Wet,Paracetamol 500mg,Pain Reliever,10
2022-10-08,2022,10,5,8,40,Wet,Paracetamol 500mg,Pain Reliever,5
2022-10-09,2022,10,6,9,40,Wet,Paracetamol 500mg,Pain Reliever,1
2022-10-10,2022,10,0,10,41,Wet,Paracetamol 500mg,Pain Reliever,10
2022-10-11,2022,10,1,11,41,Wet,Paracetamol 500mg,Pain Reliever,6
2022-10-12,2022,10,2,12,41,Wet,Paracetamol 500mg,Pain Reliever,7
2022-10-13,2022,10,3,13,41,Wet,Paracetamol 500mg,Pain Reliever,7
2022-10-14,2022,10,4,14,41,Wet,Paracetamol 500mg,Pain Reliever,7
2022-10-15,2022,10,5,15,41,Wet,Paracetamol 500mg,Pain Reliever,3
2022-10-16,2022,10,6,16,41,Wet,Paracetamol 500mg,Pain Reliever,2
2022-10-17,2022,10,0,17,42,Wet,Paracetamol 500mg,Pain Reliever,6
2022-10-18,2022,10,1,18,42,Wet,Paracetamol 500mg,Pain Reliever,7
2022-10-19,2022,10,2,19,42,Wet,Paracetamol 500mg,Pain Reliever,5
2022-10-20,2022,10,3,20,42,Wet,Paracetamol 500mg,Pain Reliever,10
2022-10-21,2022,10,4,21,42,Wet,Paracetamol 500mg,Pain Reliever,9
2022-10-22,2022,10,5,22,42,Wet,Paracetamol 500mg,Pain Reliever,6
2022-10-23,2022,10,6,23,42,Wet,Paracetamol 500mg,Pain Reliever,2
2022-10-24,2022,10,0,24,43,Wet,Paracetamol 500mg,Pain Reliever,2
2022-10-25,2022,10,1,25,43,Wet,Paracetamol 500mg,Pain Reliever,6
2022-10-26,2022,10,2,26,43,Wet,Paracetamol 500mg,Pain Reliever,8
2022-10-27,2022,10,3,27,43,Wet,Paracetamol 500mg,Pain Reliever,3
2022-10-28,2022,10,4,28,43,Wet,Paracetamol 500mg,Pain Reliever,6
2022-10-29,2022,10,5,29,43,Wet,Paracetamol 500mg,Pain Reliever,10
2022-10-31,2022,10,0,31,44,Wet,Paracetamol 500mg,Pain Reliever,11
2022-11-01,2022,11,1,1,44,Wet,Paracetamol 500mg,Pain Reliever,8
2022-11-02,2022,11,2,2,44,Wet,Paracetamol 500mg,Pain Reliever,3
2022-11-03,2022,11,3,3,44,Wet,Paracetamol 500mg,Pain Reliever,7
2022-11-04,2022,11,4,4,44,Wet,Paracetamol 500mg,Pain Reliever,7
2022-11-05,2022,11,5,5,44,Wet,Paracetamol 500mg,Pain Reliever,4
2022-11-06,2022,11,6,6,44,Wet,Paracetamol 500mg,Pain Reliever,1
2022-11-07,2022,11,0,7,45,Wet,Paracetamol 500mg,Pain Reliever,11
2022-11-08,2022,11,1,8,45,Wet,Paracetamol 500mg,Pain Reliever,11
2022-11-09,2022,11,2,9,45,Wet,Paracetamol 500mg,Pain Reliever,4
2022-11-10,2022,11,3,10,45,Wet,Paracetamol 500mg,Pain Reliever,3
2022-11-11,2022,11,4,11,45,Wet,Paracetamol 500mg,Pain Reliever,2
2022-11-12,2022,11,5,12,45,Wet,Paracetamol 500mg,Pain Reliever,4
2022-11-14,2022,11,0,14,46,Wet,Paracetamol 500mg,Pain Reliever,5
2022-11-15,2022,11,1,15,46,Wet,Paracetamol 500mg,Pain Reliever,10
2022-11-16,2022,11,2,16,46,Wet,Paracetamol 500mg,Pain Reliever,7
2022-11-17,2022,11,3,17,46,Wet,Paracetamol 500mg,Pain Reliever,7
2022-11-18,2022,11,4,18,46,Wet,Paracetamol 500mg,Pain Reliever,3
2022-11-19,2022,11,5,19,46,Wet,Paracetamol 500mg,Pain Reliever,4
2022-11-20,2022,11,6,20,46,Wet,Paracetamol 500mg,Pain Reliever,5
2022-11-21,2022,11,0,21,47,Wet,Paracetamol 500mg,Pain Reliever,8
2022-11-22,2022,11,1,22,47,Wet,Paracetamol 500mg,Pain Reliever,8
2022-11-23,2022,11,2,23,47,Wet,Paracetamol 500mg,Pain Reliever,8
2022-11-24,2022,11,3,24,47,Wet,Paracetamol 500mg,Pain Reliever,7
2022-11-25,2022,11,4,25,47,Wet,Paracetamol 500mg,Pain Reliever,4
2022-11-26,2022,11,5,26,47,Wet,Paracetamol 500mg,Pain Reliever,5
2022-11-27,2022,11,6,27,47,Wet,Paracetamol 500mg,Pain Reliever,4
2022-11-28,2022,11,0,28,48,Wet,Paracetamol 500mg,Pain Reliever,14
2022-11-29,2022,11,1,29,48,Wet,Paracetamol 500mg,Pain Reliever,6
2022-11-30,2022,11,2,30,48,Wet,Paracetamol 500mg,Pain Reliever,8
2022-12-01,2022,12,3,1,48,Dry,Paracetamol 500mg,Pain Reliever,8
2022-12-02,2022,12,4,2,48,Dry,Paracetamol 500mg,Pain Reliever,9
2022-12-03,2022,12,5,3,48,Dry,Paracetamol 500mg,Pain Reliever,3
2022-12-04,2022,12,6,4,48,Dry,Paracetamol 500mg,Pain Reliever,1
2022-12-05,2022,12,0,5,49,Dry,Paracetamol 500mg,Pain Reliever,8
2022-12-06,2022,12,1,6,49,Dry,Paracetamol 500mg,Pain Reliever,9
2022-12-07,2022,12,2,7,49,Dry,Paracetamol 500mg,Pain Reliever,7
2022-12-08,2022,12,3,8,49,Dry,Paracetamol 500mg,Pain Reliever,6
2022-12-09,2022,12,4,9,49,Dry,Paracetamol 500mg,Pain Reliever,4
2022-12-10,2022,12,5,10,49,Dry,Paracetamol 500mg,Pain Reliever,11
2022-12-11,2022,12,6,11,49,Dry,Paracetamol 500mg,Pain Reliever,1
2022-12-12,2022,12,0,12,50,Dry,Paracetamol 500mg,Pain Reliever,11
2022-12-13,2022,12,1,13,50,Dry,Paracetamol 500mg,Pain Reliever,10
2022-12-14,2022,12,2,14,50,Dry,Paracetamol 500mg,Pain Reliever,8
2022-12-15,2022,12,3,15,50,Dry,Paracetamol 500mg,Pain Reliever,9
2022-12-16,2022,12,4,16,50,Dry,Paracetamol 500mg,Pain Reliever,7
2022-12-17,2022,12,5,17,50,Dry,Paracetamol 500mg,Pain Reliever,2
2022-12-18,2022,12,6,18,50,Dry,Paracetamol 500mg,Pain Reliever,4
2022-12-19,2022,12,0,19,51,Dry,Paracetamol 500mg,Pain Reliever,9
2022-12-20,2022,12,1,20,51,Dry,Paracetamol 500mg,Pain Reliever,5
2022-12-21,2022,12,2,21,51,Dry,Paracetamol 500mg,Pain Reliever,7
2022-12-22,2022,12,3,22,51,Dry,Paracetamol 500mg,Pain Reliever,4
2022-12-23,2022,12,4,23,51,Dry,Paracetamol 500mg,Pain Reliever,9
2022-12-24,2022,12,5,24,51,Dry,Paracetamol 500mg,Pain Reliever,3
2022-12-26,2022,12,0,26,52,Dry,Paracetamol 500mg,Pain Reliever,6
2022-12-27,2022,12,1,27,52,Dry,Paracetamol 500mg,Pain Reliever,7
2022-12-28,2022,12,2,28,52,Dry,Paracetamol 500mg,Pain Reliever,7
2022-12-29,2022,12,3,29,52,Dry,Paracetamol 500mg,Pain Reliever,13
2022-12-30,2022,12,4,30,52,Dry,Paracetamol 500mg,Pain Reliever,11
2022-12-31,2022,12,5,31,52,Dry,Paracetamol 500mg,Pain Reliever,4
2023-01-01,2023,1,6,1,52,Dry,Paracetamol 500mg,Pain Reliever,2
2023-01-02,2023,1,0,2,1,Dry,Paracetamol 500mg,Pain Reliever,7
2023-01-03,2023,1,1,3,1,Dry,Paracetamol 500mg,Pain Reliever,9
2023-01-04,2023,1,2,4,1,Dry,Paracetamol 500mg,Pain Reliever,7
2023-01-05,2023,1,3,5,1,Dry,Paracetamol 500mg,Pain Reliever,3
2023-01-06,2023,1,4,6,1,Dry,Paracetamol 500mg,Pain Reliever,8
2023-01-07,2023,1,5,7,1,Dry,Paracetamol 500mg,Pain Reliever,2
2023-01-09,2023,1,0,9,2,Dry,Paracetamol 500mg,Pain Reliever,10
2023-01-10,2023,1,1,10,2,Dry,Paracetamol 500mg,Pain Reliever,4
2023-01-11,2023,1,2,11,2,Dry,Paracetamol 500mg,Pain Reliever,7
2023-01-12,2023,1,3,12,2,Dry,Paracetamol 500mg,Pain Reliever,5
2023-01-13,2023,1,4,13,2,Dry,Paracetamol 500mg,Pain Reliever,5
2023-01-14,2023,1,5,14,2,Dry,Paracetamol 500mg,Pain Reliever,5
2023-01-15,2023,1,6,15,2,Dry,Paracetamol 500mg,Pain Reliever,1
2023-01-16,2023,1,0,16,3,Dry,Paracetamol 500mg,Pain Reliever,5
2023-01-17,2023,1,1,17,3,Dry,Paracetamol 500mg,Pain Reliever,7
2023-01-18,2023,1,2,18,3,Dry,Paracetamol 500mg,Pain Reliever,12
2023-01-19,2023,1,3,19,3,Dry,Paracetamol 500mg,Pain Reliever,8
2023-01-20,2023,1,4,20,3,Dry,Paracetamol 500mg,Pain Reliever,7
2023-01-21,2023,1,5,21,3,Dry,Paracetamol 500mg,Pain Reliever,4
2023-01-22,2023,1,6,22,3,Dry,Paracetamol 500mg,Pain Reliever,1
2023-01-23,2023,1,0,23,4,Dry,Paracetamol 500mg,Pain Reliever,9
2023-01-24,2023,1,1,24,4,Dry,Paracetamol 500mg,Pain Reliever,10
2023-01-25,2023,1,2,25,4,Dry,Paracetamol 500mg,Pain Reliever,7
2023-01-26,2023,1,3,26,4,Dry,Paracetamol 500mg,Pain Reliever,6
2023-01-27,2023,1,4,27,4,Dry,Paracetamol 500mg,Pain Reliever,11
2023-01-28,2023,1,5,28,4,Dry,Paracetamol 500mg,Pain Reliever,5
2023-01-29,2023,1,6,29,4,Dry,Paracetamol 500mg,Pain Reliever,1
2023-01-30,2023,1,0,30,5,Dry,Paracetamol 500mg,Pain Reliever,5
2023-01-31,2023,1,1,31,5,Dry,Paracetamol 500mg,Pain Reliever,9
2023-02-01,2023,2,2,1,5,Dry,Paracetamol 500mg,Pain Reliever,4
2023-02-02,2023,2,3,2,5,Dry,Paracetamol 500mg,Pain Reliever,9
2023-02-03,2023,2,4,3,5,Dry,Paracetamol 500mg,Pain Reliever,7
2023-02-04,2023,2,5,4,5,Dry,Paracetamol 500mg,Pain Reliever,7
2023-02-05,2023,2,6,5,5,Dry,Paracetamol 500mg,Pain Reliever,3
2023-02-06,2023,2,0,6,6,Dry,Paracetamol 500mg,Pain Reliever,7
2023-02-07,2023,2,1,7,6,Dry,Paracetamol 500mg,Pain Reliever,6
2023-02-08,2023,2,2,8,6,Dry,Paracetamol 500mg,Pain Reliever,8
2023-02-09,2023,2,3,9,6,Dry,Paracetamol 500mg,Pain Reliever,6
2023-02-10,2023,2,4,10,6,Dry,Paracetamol 500mg,Pain Reliever,6
2023-02-11,2023,2,5,11,6,Dry,Paracetamol 500mg,Pain Reliever,9
2023-02-12,2023,2,6,12,6,Dry,Paracetamol 500mg,Pain Reliever,3
2023-02-13,2023,2,0,13,7,Dry,Paracetamol 500mg,Pain Reliever,11
2023-02-14,2023,2,1,14,7,Dry,Paracetamol 500mg,Pain Reliever,5
2023-02-15,2023,2,2,15,7,Dry,Paracetamol 500mg,Pain Reliever,6
2023-02-16,2023,2,3,16,7,Dry,Paracetamol 500mg,Pain Reliever,9
2023-02-17,2023,2,4,17,7,Dry,Paracetamol 500mg,Pain Reliever,6
2023-02-18,2023,2,5,18,7,Dry,Paracetamol 500mg,Pain Reliever,3
2023-02-19,2023,2,6,19,7,Dry,Paracetamol 500mg,Pain Reliever,2
2023-02-20,2023,2,0,20,8,Dry,Paracetamol 500mg,Pain Reliever,3
2023-02-21,2023,2,1,21,8,Dry,Paracetamol 500mg,Pain Reliever,3
2023-02-22,2023,2,2,22,8,Dry,Paracetamol 500mg,Pain Reliever,7
2023-02-23,2023,2,3,23,8,Dry,Paracetamol 500mg,Pain Reliever,3
2023-02-24,2023,2,4,24,8,Dry,Paracetamol 500mg,Pain Reliever,4
2023-02-25,2023,2,5,25,8,Dry,Paracetamol 500mg,Pain Reliever,6
2023-02-26,2023,2,6,26,8,Dry,Paracetamol 500mg,Pain Reliever,2
2023-02-27,2023,2,0,27,9,Dry,Paracetamol 500mg,Pain Reliever,8
2023-02-28,2023,2,1,28,9,Dry,Paracetamol 500mg,Pain Reliever,6
2023-03-01,2023,3,2,1,9,Dry,Paracetamol 500mg,Pain Reliever,9
2023-03-02,2023,3,3,2,9,Dry,Paracetamol 500mg,Pain Reliever,5
2023-03-03,2023,3,4,3,9,Dry,Paracetamol 500mg,Pain Reliever,5
2023-03-04,2023,3,5,4,9,Dry,Paracetamol 500mg,Pain Reliever,5
2023-03-05,2023,3,6,5,9,Dry,Paracetamol 500mg,Pain Reliever,4
2023-03-06,2023,3,0,6,10,Dry,Paracetamol 500mg,Pain Reliever,7
2023-03-07,2023,3,1,7,10,Dry,Paracetamol 500mg,Pain Reliever,14
2023-03-08,2023,3,2,8,10,Dry,Paracetamol 500mg,Pain Reliever,7
2023-03-09,2023,3,3,9,10,Dry,Paracetamol 500mg,Pain Reliever,8
2023-03-10,2023,3,4,10,10,Dry,Paracetamol 500mg,Pain Reliever,12
2023-03-11,2023,3,5,11,10,Dry,Paracetamol 500mg,Pain Reliever,5
2023-03-13,2023,3,0,13,11,Dry,Paracetamol 500mg,Pain Reliever,8
2023-03-14,2023,3,1,14,11,Dry,Paracetamol 500mg,Pain Reliever,2
2023-03-15,2023,3,2,15,11,Dry,Paracetamol 500mg,Pain Reliever,5
2023-03-16,2023,3,3,16,11,Dry,Paracetamol 500mg,Pain Reliever,7
2023-03-17,2023,3,4,17,11,Dry,Paracetamol 500mg,Pain Reliever,7
2023-03-18,2023,3,5,18,11,Dry,Paracetamol 500mg,Pain Reliever,8
2023-03-19,2023,3,6,19,11,Dry,Paracetamol 500mg,Pain Reliever,1
2023-03-20,2023,3,0,20,12,Dry,Paracetamol 500mg,Pain Reliever,7
2023-03-21,2023,3,1,21,12,Dry,Paracetamol 500mg,Pain Reliever,6
2023-03-22,2023,3,2,22,12,Dry,Paracetamol 500mg,Pain Reliever,4
2023-03-23,2023,3,3,23,12,Dry,Paracetamol 500mg,Pain Reliever,4
2023-03-24,2023,3,4,24,12,Dry,Paracetamol 500mg,Pain Reliever,9
2023-03-25,2023,3,5,25,12,Dry,Paracetamol 500mg,Pain Reliever,2
2023-03-27,2023,3,0,27,13,Dry,Paracetamol 500mg,Pain Reliever,13
2023-03-28,2023,3,1,28,13,Dry,Paracetamol 500mg,Pain Reliever,11
2023-03-29,2023,3,2,29,13,Dry,Paracetamol 500mg,Pain Reliever,7
2023-03-30,2023,3,3,30,13,Dry,Paracetamol 500mg,Pain Reliever,5
2023-03-31,2023,3,4,31,13,Dry,Paracetamol 500mg,Pain Reliever,8
2023-04-01,2023,4,5,1,13,Dry,Paracetamol 500mg,Pain Reliever,8
2023-04-03,2023,4,0,3,14,Dry,Paracetamol 500mg,Pain Reliever,6
2023-04-04,2023,4,1,4,14,Dry,Paracetamol 500mg,Pain Reliever,10
2023-04-05,2023,4,2,5,14,Dry,Paracetamol 500mg,Pain Reliever,6
2023-04-06,2023,4,3,6,14,Dry,Paracetamol 500mg,Pain Reliever,9
2023-04-07,2023,4,4,7,14,Dry,Paracetamol 500mg,Pain Reliever,9
2023-04-08,2023,4,5,8,14,Dry,Paracetamol 500mg,Pain Reliever,3
2023-04-09,2023,4,6,9,14,Dry,Paracetamol 500mg,Pain Reliever,1
2023-04-10,2023,4,0,10,15,Dry,Paracetamol 500mg,Pain Reliever,7
2023-04-11,2023,4,1,11,15,Dry,Paracetamol 500mg,Pain Reliever,7
2023-04-12,2023,4,2,12,15,Dry,Paracetamol 500mg,Pain Reliever,8
2023-04-13,2023,4,3,13,15,Dry,Paracetamol 500mg,Pain Reliever,11
2023-04-14,2023,4,4,14,15,Dry,Paracetamol 500mg,Pain Reliever,10
2023-04-15,2023,4,5,15,15,Dry,Paracetamol 500mg,Pain Reliever,4
2023-04-16,2023,4,6,16,15,Dry,Paracetamol 500mg,Pain Reliever,1
2023-04-17,2023,4,0,17,16,Dry,Paracetamol 500mg,Pain Reliever,8
2023-04-18,2023,4,1,18,16,Dry,Paracetamol 500mg,Pain Reliever,13
2023-04-19,2023,4,2,19,16,Dry,Paracetamol 500mg,Pain Reliever,6
2023-04-20,2023,4,3,20,16,Dry,Paracetamol 500mg,Pain Reliever,4
2023-04-21,2023,4,4,21,16,Dry,Paracetamol 500mg,Pain Reliever,7
2023-04-22,2023,4,5,22,16,Dry,Paracetamol 500mg,Pain Reliever,2
2023-04-23,2023,4,6,23,16,Dry,Paracetamol 500mg,Pain Reliever,3
2023-04-24,2023,4,0,24,17,Dry,Paracetamol 500mg,Pain Reliever,3
2023-04-25,2023,4,1,25,17,Dry,Paracetamol 500mg,Pain Reliever,7
2023-04-26,2023,4,2,26,17,Dry,Paracetamol 500mg,Pain Reliever,4
2023-04-27,2023,4,3,27,17,Dry,Paracetamol 500mg,Pain Reliever,7
2023-04-28,2023,4,4,28,17,Dry,Paracetamol 500mg,Pain Reliever,4
2023-04-29,2023,4,5,29,17,Dry,Paracetamol 500mg,Pain Reliever,1
2023-04-30,2023,4,6,30,17,Dry,Paracetamol 500mg,Pain Reliever,1
2023-05-01,2023,5,0,1,18,Dry,Paracetamol 500mg,Pain Reliever,7
2023-05-02,2023,5,1,2,18,Dry,Paracetamol 500mg,Pain Reliever,7
2023-05-03,2023,5,2,3,18,Dry,Paracetamol 500mg,Pain Reliever,10
2023-05-04,2023,5,3,4,18,Dry,Paracetamol 500mg,Pain Reliever,10
2023-05-05,2023,5,4,5,18,Dry,Paracetamol 500mg,Pain Reliever,8
2023-05-06,2023,5,5,6,18,Dry,Paracetamol 500mg,Pain Reliever,6
2023-05-07,2023,5,6,7,18,Dry,Paracetamol 500mg,Pain Reliever,2
2023-05-08,2023,5,0,8,19,Dry,Paracetamol 500mg,Pain Reliever,8
2023-05-09,2023,5,1,9,19,Dry,Paracetamol 500mg,Pain Reliever,6
2023-05-10,2023,5,2,10,19,Dry,Paracetamol 500mg,Pain Reliever,9
2023-05-11,2023,5,3,11,19,Dry,Paracetamol 500mg,Pain Reliever,4
2023-05-12,2023,5,4,12,19,Dry,Paracetamol 500mg,Pain Reliever,8
2023-05-13,2023,5,5,13,19,Dry,Paracetamol 500mg,Pain Reliever,2
2023-05-14,2023,5,6,14,19,Dry,Paracetamol 500mg,Pain Reliever,4
2023-05-15,2023,5,0,15,20,Dry,Paracetamol 500mg,Pain Reliever,7
2023-05-16,2023,5,1,16,20,Dry,Paracetamol 500mg,Pain Reliever,6
2023-05-17,2023,5,2,17,20,Dry,Paracetamol 500mg,Pain Reliever,6
2023-05-18,2023,5,3,18,20,Dry,Paracetamol 500mg,Pain Reliever,7
2023-05-19,2023,5,4,19,20,Dry,Paracetamol 500mg,Pain Reliever,9
2023-05-20,2023,5,5,20,20,Dry,Paracetamol 500mg,Pain Reliever,3
2023-05-21,2023,5,6,21,20,Dry,Paracetamol 500mg,Pain Reliever,3
2023-05-22,2023,5,0,22,21,Dry,Paracetamol 500mg,Pain Reliever,13
2023-05-23,2023,5,1,23,21,Dry,Paracetamol 500mg,Pain Reliever,7
2023-05-24,2023,5,2,24,21,Dry,Paracetamol 500mg,Pain Reliever,9
2023-05-25,2023,5,3,25,21,Dry,Paracetamol 500mg,Pain Reliever,7
2023-05-26,2023,5,4,26,21,Dry,Paracetamol 500mg,Pain Reliever,9
2023-05-27,2023,5,5,27,21,Dry,Paracetamol 500mg,Pain Reliever,7
2023-05-28,2023,5,6,28,21,Dry,Paracetamol 500mg,Pain Reliever,2
2023-05-29,2023,5,0,29,22,Dry,Paracetamol 500mg,Pain Reliever,10
2023-05-30,2023,5,1,30,22,Dry,Paracetamol 500mg,Pain Reliever,7
2023-05-31,2023,5,2,31,22,Dry,Paracetamol 500mg,Pain Reliever,9
2023-06-01,2023,6,3,1,22,Wet,Paracetamol 500mg,Pain Reliever,10
2023-06-02,2023,6,4,2,22,Wet,Paracetamol 500mg,Pain Reliever,7
2023-06-03,2023,6,5,3,22,Wet,Paracetamol 500mg,Pain Reliever,5
2023-06-04,2023,6,6,4,22,Wet,Paracetamol 500mg,Pain Reliever,2
2023-06-05,2023,6,0,5,23,Wet,Paracetamol 500mg,Pain Reliever,9
2023-06-06,2023,6,1,6,23,Wet,Paracetamol 500mg,Pain Reliever,8
2023-06-07,2023,6,2,7,23,Wet,Paracetamol 500mg,Pain Reliever,10
